,X,text,topic,NRC_anger,NRC_anticipation,NRC_disgust,NRC_fear,NRC_joy,NRC_sadness,NRC_surprise,NRC_trust,NRC_negative,NRC_positive,sentiment_valence
233,232,"Trump wants all 50 states to independently orchestrate the National response to a Pandemic. And yet he holds back ventilators and PPE saying, ""We don't think they need it"".

Trump is doing Putin's bidding. He's trying to deconstruct our Democracy. 

#COVID19 #Coronavirus",1,0,0,0,1,0,1,1,0,1,1,-0.7
234,233,I<U+2019>ve never experienced this much stress in my entire medical career <U+2014> treating sick young #COVID19 patients here in #NYC is beyond difficult. The fear is palpable among us all on the frontlines... please stay at home <U+2014> it means the world to us #SocialDistance,3,1,3,1,3,1,1,2,2,3,4,-0.75
235,234,El gobierno ha dejado la estrategia para enfrentar #COVID19 en manos de los cient<U+00ED>ficos. https://t.co/pOjaAG5cXn,2,0,0,0,0,0,0,0,0,0,0,0
236,235,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
237,236,"<U+0001F6A8><U+0001F6A8><U+0001F6A8>[ALERT]<U+0001F6A8><U+0001F6A8><U+0001F6A8>
Commerce City Soldiers of Odin Neo-Nazis are scamming #COVID19 Mutual Aid Projects Across the Country

Do not provide aid to Nazi scammers Ed Lif &amp; Jamie Henry Nelson to any of their aliases published on our blog<U+0001F447><U+0001F447><U+0001F447>

https://t.co/vEvZKcWrqY https://t.co/LFqWSK24lO",5,0,0,0,0,0,0,0,2,0,3,2.4
238,237,Healthcare professionals.  Let's talk on @TotallyWellCast Setting up interviews today on Zoom!  #HelpingTheHelpers #COVID19 #coronavirus https://t.co/Czl55sZNQK,4,0,0,0,0,0,0,0,0,0,1,0.4
239,238,"En el informe de @lopezobrador_ no se anunci<U+00F3> ninguna medida relevante para afrontar la crisis econ<U+00F3>mica del #COVID19.  En plena emergencia, ley<U+00F3> una pieza de divulgaci<U+00F3>n ideol<U+00F3>gica, embistiendo fantasmas del pasado y abandonando su deber como Jefe de Estado para unir a la Naci<U+00F3>n https://t.co/ldeCYZIIuC",5,0,0,0,0,0,0,0,0,1,0,-0.75
240,239,Sharing a little humor to help pass the time. #blonde #news #masks #covid19 #coronavirus #nurse #healthcare #politics #new-world #women #politucsofawiman https://t.co/epRZmwxHjY,3,1,1,0,0,0,0,0,1,0,1,0.25
241,240,"Se han confirmado 34 casos de #COVID19 en Hidalgo, y contamos con 73 casos sospechosos, de acuerdo al reporte del Instituto de Diagn<U+00F3>stico y Referencia Epidemiol<U+00F3>gicos #InDRE.",2,0,0,0,0,0,0,0,0,0,0,0
242,241,"The Government of Canada continues to work around the clock to facilitate flights to bring Canadians home.

Today, Canadians from <U+0001F1E6><U+0001F1F7> #Argentina , <U+0001F1E8><U+0001F1FA> #Cuba, <U+0001F1F8><U+0001F1FB> #ElSalvador, <U+0001F1F1><U+0001F1E7> #Lebanon &amp; <U+0001F1F7><U+0001F1F8> #Serbia are returning home.

<U+27A1><U+FE0F> United against #COVID19 https://t.co/D9Q0m4CVU4",1,0,1,0,1,0,0,0,1,1,2,0.5
243,242,"If you have heart disease or other chronic conditions, the best way to prevent #COVID19 is to #StayHome.

Tell us in the replies how many days you<U+2019>ve been sheltering in place. It<U+2019>s day 17 for us!  https://t.co/mzoHx8AG0U",3,1,0,1,2,0,2,0,0,2,0,-1.25
244,243,"#ReporteCovid19

En las <U+00FA>ltimas 24 horas en Oaxaca se confirman <U+27A1><U+FE0F> 03 nuevos casos por #COVID19
<U+0001F4CD>25 Total de casos confirmados
<U+0001F4CD>01 Defunciones 
<U+0001F4CD>30 casos sospechosos 
<U+0001F4CD> 198 casos negativos https://t.co/GE4Oc3Ixm6",2,0,0,0,0,0,0,0,0,0,0,0
245,244,Everybody should be using fabric face coverings as the next step in the fight against the spread of #COVID19 ... &amp; it's still crucial to follow the 6-ft physical distancing rule. https://t.co/aVjIZAsDmX,1,1,0,0,2,0,0,0,2,1,1,-0.6
246,245,"#RT @PilyVarmoran 

En M<U+00E9>xico<U+0001F1F2><U+0001F1FD> hoy perdimos dos horas durante el d<U+00ED>a, una por el cambio de horario y la otra de 5:00pm a 6:00pm. 

En Conclusi<U+00F3>n: Seguimos Sin Plan de contingencia contra el #COVID19 https://t.co/J7qDo7BU8g",2,1,1,1,1,0,1,0,0,1,0,-0.75
247,246,<U+0001F6A8>@realdonaldtrump has promised more #PPE is on the way. But nurses like David know the truth. David<U+2019>s #message2trump shows what is really happening on the frontlines of the #COVID19 crisis #getmePPE https://t.co/0jXfZBe7bh,1,0,0,0,0,0,0,0,1,1,1,1.25
248,247,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
249,248,Un tigre de un zool<U+00F3>gico en Nueva York da positivo a #Covid19. https://t.co/gPg6FfiC6i https://t.co/os9Zy2oFnm,2,0,0,0,0,0,0,0,0,0,0,0
250,249,"Se han confirmado 34 casos de #COVID19 en Hidalgo, y contamos con 73 casos sospechosos, de acuerdo al reporte del Instituto de Diagn<U+00F3>stico y Referencia Epidemiol<U+00F3>gicos #InDRE.",2,0,0,0,0,0,0,0,0,0,0,0
251,250,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
252,251,"@Target explain this to me?
Nys 4,159 Deaths from #Covid19
You think were thinking about buying Easter decor? https://t.co/B91lUAGSzF",3,0,0,0,0,0,0,0,1,0,1,0
253,252,"A ti, due<U+00F1>o de una #MiPYME queremos decirte que #EstamosContigo. Hemos propuesto al @GobiernoMX medidas que te permitan seguir dando empleo y hacer frente al #COVID19. Presidente, no le d<U+00E9> la espalda a quienes dan vida y empleo a M<U+00E9>xico #NoNosDetieneElVirus <U+0001F1F2><U+0001F1FD> https://t.co/1tUnxWPn4b",2,0,0,0,0,0,0,0,0,0,0,0
254,253,"Canada has 15,407 cases and 277 deaths.
Israel has 8,018 cases and only 47 deaths. 
Taiwan has 345 cases and 5 deaths.

The numbers are a reflection of Trudeau's policy. Is it any wonder that he doesn't want to release the projections? 

#Cdnpoli #COVID19 https://t.co/qUaMwnO3k4",3,0,0,0,0,0,0,0,1,0,1,0
255,254,"@funder @realDonaldTrump Revelation 13:1-5 the beast will reign for 42 months. Are we there yet? Lord, save us <U+0001F64F> Look it up. #Bible #25thAmendmentNow #COVID19 #Trump2020  #SaturdayMorning",3,1,0,1,1,1,0,0,2,2,2,0
256,255,"Draymond says the Shelter-In-Place order due to the #covid19 pandemic has allowed him to appreciate how beautiful San Francisco is.

That and much, much more...

https://t.co/0o7Jb87mze https://t.co/GS3yoSOwRh",3,0,0,0,1,1,1,0,0,1,1,0.25
257,256,"A las 19:00 hrs de este domingo 5 de abril de 2020 tenemos en #M<U+00E9>xico:

94 decesos
2143 casos confirmados de #Covid19 
5209 casos sospechosos
10682 casos negativos

#COVID19mx https://t.co/HpaUo3coFX",2,0,0,0,0,0,0,0,0,0,0,0
258,257,"DYI since I cant find any.... <U+0001F937><U+200D><U+2642><U+FE0F><U+0001F64F><U+0001F64F> #DYImask
#COVID19 https://t.co/MhivXh14Xg",1,0,0,0,0,0,0,0,0,0,0,0
259,258,"Isn<U+2019>t this a cute picture of Dr. Fauci with Nancy<U+2753><U+0001F644><U+0001F644><U+0001F644>

I don<U+2019>t trust this man and I felt that way even before I saw this picture. 

#COVID19 #coronavirus https://t.co/cBg7stTQxM",5,0,0,0,0,0,0,0,1,0,1,1.25
260,259,"Trump, ""I'm proud of a lot of people on the other side"". Is that your idea of 'leadership'? Tell me, Donald, why are you further fracturing our country in a time of crisis? 

Answer: You're doing Putin's bidding. 

#Coronavirus #COVID19",1,0,2,0,0,1,0,1,1,1,1,-0.1
261,260,"We continue to test for #COVID19 at a high rate in Canada with tests completed for over 320,000 people in Canada. Around 5% of people tested have been confirmed as positive, maintaining good sensitivity to #TestandTrace in <U+0001F1E8><U+0001F1E6>.",3,0,2,0,0,1,0,1,3,0,3,3
262,261,"M<U+00E9>xico suma 253 nuevos casos de #covid19; es el mayor aumento desde el inicio de la pandemia en el pa<U+00ED>s.

MUY IMPORTANTE hacer conciencia que estos d<U+00ED>as NO son vacaciones.

<U+00A1><U+00A1><U+00A1>#Qu<U+00E9>dateEnCasa: cuida tu salud y la de tu familia!!! https://t.co/ZA5nvarzzx",5,0,0,0,0,0,0,0,0,0,1,0
263,262,"A ti, due<U+00F1>o de una #MiPYME queremos decirte que #EstamosContigo. Hemos propuesto al @GobiernoMX medidas que te permitan seguir dando empleo y hacer frente al #COVID19. Presidente, no le d<U+00E9> la espalda a quienes dan vida y empleo a M<U+00E9>xico #NoNosDetieneElVirus <U+0001F1F2><U+0001F1FD> https://t.co/1tUnxWPn4b",2,0,0,0,0,0,0,0,0,0,0,0
264,263,"If you haven<U+2019>t already signed up, please consider registering for COVIDNearYou to help us track and beat #Covid19
https://t.co/cEjmFQcQty
Created by my esteemed colleague @johnbrownstein",3,0,1,0,0,0,0,0,0,0,0,1.8
265,264,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
266,265,"A inicios de la siguiente semana daremos a conocer los detalles de diversos programas de #cr<U+00E9>dito, a trav<U+00E9>s de los cuales se va a apoyar a la micro y peque<U+00F1>a empresa, con el objetivo de mitigar el impacto econ<U+00F3>mico del #COVID19 en el #pa<U+00ED>s.",2,0,0,0,0,0,0,0,0,0,0,-0.25
267,266,"Si, gracias as<U+00ED> me dijeron. 
Incansable el @DrGiammattei debemos reconocerlo, hay otros presidentes que no est<U+00E1>n activos frente a la pandemia del #covid19 https://t.co/weczVZjdc2",2,0,0,0,0,0,0,0,0,0,0,0
268,267,"@TheMarkPantano 2020 America would never have stormed the beaches of Normandy in 1944.

We fear death more than we cherish freedom.

#COVID19 has proved it. 

#WuhanVirus
@realDonaldTrump
@DonaldJTrumpJr 
@SenTedCruz 
@DennisPrager 
@prageru 
@marklevinshow https://t.co/3GQe6xnH4V https://t.co/OCmAFdtfQI",3,2,2,1,2,2,1,2,2,2,2,-0.25
269,268,Self-isolation Airshow #COVID19 https://t.co/EcTf2vvDNk,4,0,0,0,0,0,0,0,0,0,0,0
270,269,"Several studies are coming out saying that blood LDH (lactate dehydrogenase) levels early in #COVID19 disease correlates with severe disease progression. This is a clue that #pyroptosis may be a the core of this disease (1/n).

https://t.co/AFM9jI33sB 
https://t.co/Ts5AlZUsKE",1,1,3,1,1,1,2,0,1,1,2,-1.65
271,270,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
272,271,"M<U+00E9>xico suma 253 nuevos casos de #covid19; es el mayor aumento desde el inicio de la pandemia en el pa<U+00ED>s.

MUY IMPORTANTE hacer conciencia que estos d<U+00ED>as NO son vacaciones.

<U+00A1><U+00A1><U+00A1>#Qu<U+00E9>dateEnCasa: cuida tu salud y la de tu familia!!! https://t.co/ZA5nvarzzx",5,0,0,0,0,0,0,0,0,0,1,0
273,272,"When are we going to talk about the #COVID19 cover up by @realDonaldTrump ? 

He undercounted deaths in Puerto Rico as well. 

#TrumpGenocide
#TrumpOwnsEveryDeath
Official Counts Understate the U.S. Coronavirus Death Toll https://t.co/5axk9yH252",5,1,1,1,1,0,1,1,2,1,1,-0.15
274,273,#Syria<U+2019>s treatment protocol for #covid19 includes a cocktail of anti-virals as well as Hydroxy chloroquine and Ezythromycin. https://t.co/I0lH6YreWx,3,0,0,0,0,0,0,0,0,0,0,0.55
275,274,"Dr. Shiva is an MIT PhD in Biological Engineering. 
He believes the fearing mongering #COVID19 is really being used by the Deep State to crash Trump's economy for political gain.
Dr Anthony Fauci represents multiple leftist entities to undermine Trump's #MAGA.   
#Trump2020 #KAG https://t.co/8L6ZGwvHG5",1,0,1,0,2,1,1,2,1,2,1,-1.35
276,275,"I<U+2019>m working with @SenSanders &amp; others to ensure the Trump Administration quickly delivers relief to help small business and nonprofits stay afloat during the #COVID19 crisis.  Our government must step up to help families, businesses, nonprofits, &amp; communities through this crisis. https://t.co/wHogflCbcf",4,0,0,0,1,0,0,1,0,3,2,0.2
277,276,"Newest Ep w/ @RoboftheHayes is LIVE! We talk @Mark__Lawrence<U+2019>s SPFBO, grimdark fantasy, tending gardens, and a good bit about his newest trilogy, The War Eternal. Check it! @johnjarrold #podcast #fantasy #books #authors #lockdown #COVID19 https://t.co/0WACfk7MJ1",3,0,1,0,1,1,0,1,1,1,3,1.15
278,277,"<U+00A1>Entre aplausos paciente deja el hospital al ser dada de alta de #COVID19! <U+0001F44F><U+0001F3FC>

<U+00A1>Unidos sociedad y #FamiliaIMSS se restablecer<U+00E1> la salud de nuestro M<U+00E9>xico! #IMSSolidario #M<U+00E9>xicoUnido #Qu<U+00E9>dateEnCasaYa <U+0001F1F2><U+0001F1FD> https://t.co/6UYZ2lVfQI",2,0,0,0,1,0,1,0,1,0,0,0
279,278,"Estos son los pasos que debes seguir si tu hijo/a presenta algunos s<U+00ED>ntomas de #COVID19. Procura seguirlos al pie de la letra, la cura y protecci<U+00F3>n de todos est<U+00E1> en tus manos.

#SEG2020RD #SectorExternoConGonzalo #CoronavirusRD #ToqueDeQueda https://t.co/4M80xtV6fM",5,0,0,0,0,0,0,0,0,0,0,0
280,279,"A ti, due<U+00F1>o de una #MiPYME queremos decirte que #EstamosContigo. Hemos propuesto al @GobiernoMX medidas que te permitan seguir dando empleo y hacer frente al #COVID19. Presidente, no le d<U+00E9> la espalda a quienes dan vida y empleo a M<U+00E9>xico #NoNosDetieneElVirus <U+0001F1F2><U+0001F1FD> https://t.co/1tUnxWPn4b",2,0,0,0,0,0,0,0,0,0,0,0
281,280,"TIME for Kids and @TIME are teaming up to host a Q&amp;A with Dr. Barbot (@NYCHealthCommr) to answer questions from parents, teachers, and kids about #COVID19.

Tweet your questions using #askTIME. https://t.co/quQFPJ8yNl",4,0,1,0,0,0,0,0,0,0,0,0
282,281,How many highways has Trump ever built? #TrumpLiedPeopleDied #TrumpPlague #TrumpGenocide2020 #COVID19 #TrumpOwnsEveryDeath,1,0,0,0,0,0,0,1,0,0,0,-0.1
283,282,"LIVE COMEDY SHOW | Working from Home 6

LIVE every Sun &amp; Wed night to entertain everyone throughout the #Covid19 #Pandemic.
Part standup, lots of improv, new segments every week and answering audience questions. Submit your questions tweets b4 show. https://t.co/0UohcXkpvO",4,0,2,0,1,1,1,0,1,1,1,0.8
284,283,"Dr. Shiva is an MIT PhD in Biological Engineering. 
He believes the fearing mongering #COVID19 is really being used by the Deep State to crash Trump's economy for political gain.
Dr Anthony Fauci represents multiple leftist entities to undermine Trump's #MAGA.   
#Trump2020 #KAG https://t.co/8L6ZGwvHG5",1,0,1,0,2,1,1,2,1,2,1,-1.35
285,284,<U+2066>.@espn<U+2069> is currently showing dual #axe throwing competition. Can<U+2019>t wait for end to #COVID19 pandemic and return of mainstream sports. #FlattenTheCurve https://t.co/rL4mD8FGJt,4,0,2,0,1,0,1,0,0,3,0,-1.9
286,285,"@realKaryotic @atrupar .
Azithromycin<U+2014>that specific drug<U+2014>is justified for #COVID19
opportunistic pneumonia
and also because
AZM does have<U+2014>oddly<U+2014>an antiviral effect
proven in medical journal studies long before #ncov19.

But there is absolutely no justification for prescribing HCQ for a viral infection.",3,0,2,0,3,0,0,0,2,2,2,-0.4
287,286,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
288,287,"This is incredibly touching. @FDNY firefighters gather outside a New York hospital to applaud doctors and nurses who are fighting on the frontlines of #COVID19.

https://t.co/aV4ds3LSpZ",2,1,0,0,1,0,1,0,1,1,0,1.3
289,288,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
290,289,"Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay #, Venmo or Zelle <U+0001F3E6> drop all tags in comments) <U+0001F973><U+2764><U+FE0F> #CoronavirusPandemic #TodayOnly",1,1,0,1,1,0,1,0,0,1,0,-0.5
291,290,"M<U+00E9>xico suma 253 nuevos casos de #covid19; es el mayor aumento desde el inicio de la pandemia en el pa<U+00ED>s.

MUY IMPORTANTE hacer conciencia que estos d<U+00ED>as NO son vacaciones.

<U+00A1><U+00A1><U+00A1>#Qu<U+00E9>dateEnCasa: cuida tu salud y la de tu familia!!! https://t.co/ZA5nvarzzx",5,0,0,0,0,0,0,0,0,0,1,0
292,291,Canada is everything the we in the United States pretend to be. Sensible people doing sensible things together. Thank God for Canada. #FBR #coronavirus #COVID19 #covid19Canada #Florida #NewYork #newyorklockdown #MAGA #Resist #JustinTrudeau #TrumpOwnEveryDeath https://t.co/GNJwFhPMWk,3,0,1,0,1,1,0,0,2,2,2,0.45
293,292,Our Niagara Health Navigator app has been updated to include features to keep you updated on COVID-19. Learn how you can get the update <U+27A1><U+FE0F> https://t.co/3uh815iZq9 #COVID19 https://t.co/QdjyB3xbPF,4,0,1,0,0,0,0,0,1,0,2,1.4
294,293,"Boris Johnson, primer ministro de Reino Unido, entr<U+00F3> al hospital por sus s<U+00ED>ntomas de #COVID19. Hace menos de un mes era esc<U+00E9>ptico de la gravedad del virus y afirmaba haber saludado de mano a pacientes portadores.
No es el <U+00FA>nico presidente que parece haber subestimado la pandemia. https://t.co/vOCGM0eSsA",2,0,0,0,1,0,1,0,2,1,1,-0.1
295,294,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
296,295,"After Indigenous leaders compared building Keystone XL during #COVID19 to <U+201C>bringing smallpox blankets to the reservation,<U+201D> @Chase and @Citi decided to underwrite $1.25 billion in bonds for @TCEnergy, the company behind the project. https://t.co/QNkcbePwL5",3,0,0,0,0,0,0,0,0,1,2,0.7
297,296,"Reporters from @CNN @MSNBC @ABC @AP and all the other liberal MSM should be required to wear duct-tape masks to save us from the pandemic BS coming out of their mouths daily! 

#Covid_19 
#COVID19 
#coronavirus 
#CoronavirusPandemic 
#CoronaTaskForce 
#StayAtHome",4,0,2,0,1,1,1,0,2,3,2,-0.5
298,297,Why is Dr. Trump prescribing drugs on national tv? How fucking reckless can he be? #TrumpLiedPeopleDied #TrumpPlague #TrumpGenocide2020 #COVID19 #TrumpOwnsEveryDeath @realDonaldTrump,1,1,0,0,1,0,0,1,0,1,0,-1.85
299,298,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
300,299,Self-isolation Airshow #COVID19 https://t.co/EcTf2vvDNk,4,0,0,0,0,0,0,0,0,0,0,0
301,300,El gobierno ha dejado la estrategia para enfrentar #COVID19 en manos de los cient<U+00ED>ficos. https://t.co/pOjaAG5cXn,2,0,0,0,0,0,0,0,0,0,0,0
302,301,"Dr Fauci on CBS: <U+201C>To say we have it under control, Margaret, would be a false statement. We are struggling to get it under control."" #coronavirus #COVID19",5,0,0,0,0,0,0,0,1,0,1,-1.1
303,302,I ask that everyone take social distancing &amp; wearing a mask/face covering seriously. #COVID19 is a virus that can spread to anyone. https://t.co/TjzlBhYQsB,1,0,0,0,0,0,0,0,0,1,0,-0.5
304,303,"We knew this week was coming, when #COVID19 peaks in America. Thousands of healthcare workers MDs DOs RNs respiratory therapists (list goes on) across #USA will be exposed to #SARSCoV2. Apologies I did not do more to rattle the cage, thinking of you. Thank you for your excellence https://t.co/DQOOnal4Ye",1,0,1,1,0,1,1,0,1,2,1,2.77555756156289e-17
305,304,"As the sector faces its 2nd public health threat in over a decade, this report provides recommendations to address gaps &amp; ensure better preparedness in both pandemic &amp; non-emergency times through learnings from the H1N1 outbreak #COVID19 https://t.co/ZveQsaXFEF https://t.co/DpHxp3hnoh",3,1,2,0,1,0,0,0,0,1,1,0.05
306,305,"Based on the evidence or lack of evidence that currently exists, @MayoClinic is NOT using combination #Hydroxychloroquine &amp; #Azithromycin for #COVID19 at this time. Benefit simply not proven while the drug-induced sudden cardiac death risk is very real.
https://t.co/Hywi1roUCf https://t.co/dmAfAVEYP5",3,1,3,1,2,0,1,2,2,3,2,-0.75
307,306,"Suzuki: 
""Altruism is spreading faster than any disease can <U+2014>
&amp; what is altruism but the innate recognition that we<U+2019>re all interconnected with each other &amp; interdependent on all of nature.
We need to come together more than ever.""

One Humanity.  #COVID19

https://t.co/gOT3anhycI",4,1,0,1,1,0,1,0,0,1,0,-0.4
308,307,"About freaking time!!!
#COVID19 #NewYorkCity https://t.co/Sh54JJfndR",4,0,1,0,0,0,0,0,0,0,0,-0.5
309,308,What's Dr. Fauci listening to before the press conference? #coronavirus #COVID19 https://t.co/pxYwGF13uK,4,0,0,0,0,0,0,0,0,0,0,0
310,309,"Let me be clear, it<U+2019>s not necessarily <U+201C>nothing lost<U+201D> by prescribing Hydroxychloroquine/Chloroquine.

We don<U+2019>t know this. Just because it has been used for other conditions for years does not mean it will be safe OR effective for #COVID19 patients.

This assumptions is dangerous.",3,0,0,0,1,1,0,0,2,1,2,1.55
311,310,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
312,311,El gobierno ha dejado la estrategia para enfrentar #COVID19 en manos de los cient<U+00ED>ficos. https://t.co/pOjaAG5cXn,2,0,0,0,0,0,0,0,0,0,0,0
313,312,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
314,313,"Dr. Shiva is an MIT PhD in Biological Engineering. 
He believes the fearing mongering #COVID19 is really being used by the Deep State to crash Trump's economy for political gain.
Dr Anthony Fauci represents multiple leftist entities to undermine Trump's #MAGA.   
#Trump2020 #KAG https://t.co/8L6ZGwvHG5",1,0,1,0,2,1,1,2,1,2,1,-1.35
315,314,#ConferenciaDePrensa: #Coronavirus #COVID19 #Qu<U+00E9>dateEnCasaYa | 5 de abril de 2020 https://t.co/cpxGOK9A6l,1,0,0,0,0,0,0,0,0,0,0,0
316,315,"The next time a journo questions @realDonaldTrump's hope that hydroxychloroquine might work, he should ask if the journo would take the drug if they had #COVID19 &amp; were offered it. https://t.co/LCrPZdsWq1",4,0,2,0,0,1,0,1,1,0,1,0.65
317,316,"<U+26A0><U+FE0F>No creo en CASUALIDADES

#Chomsky: ""En octubre d 2019, justo antes del brote #COVID19, hubo un simulacro a gran escala en #EEUU<U+00A0>sobre una<U+00A0>posible pandemia<U+201D>
Expertos incluidos ex-agentes #CIA, se<U+00F1>alan al #COVID como un arma biol<U+00F3>gica<U+0001F1FA><U+0001F1F8> contra #China e #Iran q se sali<U+00F3> de control https://t.co/CpOdPJyOa3",2,0,0,0,0,0,0,0,0,0,0,0
318,317,"The docs we<U+2019>re graduating early to throw into the fire ... they<U+2019>re fucking heroes.  I remember the rotations I did in the ICU as an intern ... I remember the other docs I saved lives with, and we werent treating a modern plague. God speed to all the new interns. #COVID19 https://t.co/WVkSicUpVG",4,0,1,1,2,1,1,0,1,1,1,0.7
319,318,As a trainer U are a reflection of your work &amp; what U know. I try to be an expert in what I do and if it doesn't work on me how can I expect it to work for others. #vegetariantrainer #WednesdayMotivation #WednesdayThoughts #MasterTrainer #COVID19  #bodygoals #nopills #notea https://t.co/bTIqvgmWfq,3,0,1,0,0,0,0,1,3,0,2,1.25
320,319,"@ThePhoenixMD1 @lauriecrosswell Serious question - would commercial enzymatic cleaners kill  #Covid19?

With little #PPE , it can be sprayed in LE and public vehicles, clothes even hair if only on rare occasion. Would that be safe and effective?",3,0,1,0,0,1,0,0,2,0,3,1.55
321,320,"Austin-Travis County recommends using fabric face coverings when conducting essential activities or work away from home to help prevent asymptomatic carriers from spreading #COVID19.

Face covers should not replace physical distancing.

Read more: https://t.co/CqfAcbD4na https://t.co/u79OmrbEJN",3,0,0,0,1,0,0,0,1,0,1,1.4
322,321,"#AlertaNT Hugo L<U+00F3>pez-Gatell Ram<U+00ED>rez (@HLGatell), subsecretario de #Salud, inform<U+00F3> que en #M<U+00E9>xico hay 2,143  casos confirmados de #COVID19 y 94 defunciones. https://t.co/LiqIXapEjk",2,0,0,0,0,0,0,0,0,0,0,0
323,322,"<U+0001F6A8>La @SSalud_mx inform<U+00F3> que suman 2 mil 143 casos de #COVID19 en #M<U+00E9>xico, as<U+00ED> como 94 muertes por esta enfermedad

<U+27A1><U+FE0F> https://t.co/wzVc08qbnC
#OlivaNoticias #Nacional #Multimedios",2,0,0,0,0,0,0,0,0,0,0,0
324,323,He sido informado del tercer fallecimiento por #coronavirus en #BCS. Mis condolencias a familiares y amigos. Se trata de un adulto mayor. Importante: tengamos especial cuidado con ell@s. Es grupo de muy alto riesgo frente al #Covid19. Reponsabilidad y solidaridad. #QuedateEnCasa.,2,0,0,0,0,0,0,0,0,0,1,-0.25
325,324,"In his latest column, @tony_domestico offers a round-up of new, moving books for our current #COVID19 crisis.

Feat. @Paul_Lisicky @GraywolfPress @VersoBooks @hilsaphina @Coffee_House_ 
@carolynforche @penguinpress
https://t.co/vAjATebvER",4,0,1,0,0,1,0,1,0,1,1,0.55
326,325,"Trump wants all 50 states to independently orchestrate the National response to a Pandemic. And yet he holds back ventilators and PPE saying, ""We don't think they need it"".

Trump is doing Putin's bidding. He's trying to deconstruct our Democracy. 

#COVID19 #Coronavirus",1,0,0,0,1,0,1,1,0,1,1,-0.7
