,X,text,topic,NRC_anger,NRC_anticipation,NRC_disgust,NRC_fear,NRC_joy,NRC_sadness,NRC_surprise,NRC_trust,NRC_negative,NRC_positive,sentiment_valence
2230,2229,"A inicios de la siguiente semana daremos a conocer los detalles de diversos programas de #cr<U+00E9>dito, a trav<U+00E9>s de los cuales se va a apoyar a la micro y peque<U+00F1>a empresa, con el objetivo de mitigar el impacto econ<U+00F3>mico del #COVID19 en el #pa<U+00ED>s.",2,0,0,0,0,0,0,0,0,0,0,-0.25
2231,2230,Please remember to keep at least 1 large alligator between you and everyone else at all times. #SaferAtHome #PhysicalDistancing #Florida #COVID19 https://t.co/CxnbniYxnp,4,0,0,0,0,0,0,0,0,0,0,1
2232,2231,OJO <U+0001F449><U+0001F3FD>En un par de semanas (o tres) viene la fase 3 del #Covid19 : @HLGatell https://t.co/yEubQ7pHTc,2,0,0,0,0,0,0,0,0,0,0,0
2233,2232,"Trudeau government's failure at border led to Canada's #COVID19 outbreak, yet all Trudeau could do now, is to tell Canadians to wash hands &amp; wait for cheques??
Trudeau Liberals' incompetence on full display!
Proves again, #TrudeauNotFitForOffice!
#cdnpoli
https://t.co/ZpR5yh5sEc",3,0,0,1,1,0,1,0,0,2,1,-1.65
2234,2233,"@AJamesW2 @shuttersteve Sometimes models are not just ""imperfect"", they are outright fraud! 
It seems to me that the #COVID19 epidemic models were deliberately constructed to produce dire &amp; catastrophic predictions in order to fuel social alarm and force politicians to impose an economic lockdown.",3,3,1,1,3,0,1,2,0,4,0,-4.35
2235,2234,"#Cuba <U+0001F1E8><U+0001F1FA> Recuerde cuando su reloj <U+0001F55B> toque en las 9<U+FE0F><U+20E3> aplauda <U+0001F44F><U+0001F44F> al amor, agradecimiento y altruismo de nuestros galenos que se encuentran luchando contra el #COVID19.
#CubaSalvaVidas
#CubaSalvaElAmor
@DeZurdaTeam
@VickydeArma @Rodri_go91 @AleLRoss198 @LolaVid @ChuyLianet https://t.co/qm23t7p8tw",2,0,0,0,0,0,0,0,0,0,0,0
2236,2235,"@POLITICOPress @dlippman <U+0001F6A8> 2017

Donald J. #Trump's Department of Homeland Security STOPPED Updating its Annual Global #Pandemics Models #Database in 2017, helping the #COVID19 / #Coronavirus SPREAD ACROSS America in 2020

<U+0001F5A5><U+FE0F>https://t.co/IwR7G5oprK

@HubBucket @ProsumerSoft

@HouseDemocrats @SenateDems https://t.co/eVOsVAVzTT",3,0,0,0,0,0,0,0,0,0,0,0.4
2237,2236,"For Trump to give medical advice <U+2014>  and in particular, to push the use of specific medication <U+2014> is a national disgrace. It's profoundly anti-science and medical propaganda.

#COVID19 #Coronavirus",3,1,1,1,1,0,1,1,2,2,1,-1.05
2238,2237,<U+0001F6A8>@realdonaldtrump has promised more #PPE is on the way. But nurses like David know the truth. David<U+2019>s #message2trump shows what is really happening on the frontlines of the #COVID19 crisis #getmePPE https://t.co/0jXfZBe7bh,1,0,0,0,0,0,0,0,1,1,1,1.25
2239,2238,"29% of pop in Chicago is Black but 70% of #COVID19 deaths. <U+201C>It<U+2019>s disturbing but not surprising. This is a reflection of what we already know-  people who are vulnerable will die quicker &amp; won<U+2019>t have as many resources.<U+201D> @LindaRaeMurray 
@WBEZ https://t.co/tA4fMPpD1Z",3,0,0,0,1,0,2,2,0,3,0,-2
2240,2239,"#<U+00DA>ltimaHora | Apenas el domingo pasado, 29 de marzo, las autoridades federales registraban 993 casos de #covid19, es decir hubo un aumento de m<U+00E1>s de mil casos en s<U+00F3>lo siete d<U+00ED>as https://t.co/9ZTZMazBE1",5,0,0,0,0,0,0,0,0,0,0,0
2241,2240,"Nice weather in Washington makes it tempting to go somewhere or do something, but now is not the time. The statewide <U+201C>Stay Home, Stay Healthy<U+201D> order requires us to stick very close to home - your yard and your neighborhood. Help slow the spread of #COVID19, and save lives. https://t.co/Srqzwoq6kc",3,0,2,0,0,1,0,0,1,0,1,0.25
2242,2241,I am continuing to get hundreds of direct msgs per day from people who want to donate/get #COVID19 #convalescentplasma after all the events in this tweet: https://t.co/X0tp2wyHtF. Trying to answer them all but please go here to sign up: https://t.co/VLlOtFAU2c!  Cc @ACasadevall1 https://t.co/JD5tWZT9gU,4,0,0,0,0,0,0,0,0,0,0,1.4
2243,2242,"Stop the spread of #COVID19 while working from home. Clean &amp; then disinfect surfaces such as tables, desks, phones, tablets, &amp; keyboards. For electronic devices, follow manufacturer instructions or use alcohol-based sprays containing at least 70% alcohol. https://t.co/DRj9feaYHP https://t.co/r9O1PiH7lp",4,0,1,0,0,0,0,0,1,0,2,-0.15
2244,2243,#DYK? Professionals with #disabilities from #SourceAmerica member #nonprofit #VersAbilityResources loaded the #USNSComfort with supplies before it left for #NYC. https://t.co/NfDDWEFIhh #covid19 #PWD #AbilityOne https://t.co/KB2TRK5AAM,3,0,0,0,0,0,0,0,0,0,1,0
2245,2244,"La crisis del #COVID19 nos pone frente a una oportunidad: evaluar las condiciones de convivencia que tenemos y cambiarlas para acercarlas a nuestras aspiraciones como sociedad.

 Proponemos 4 ejes de acci<U+00F3>n a los distintos niveles de gobierno para tener futuro frente a la crisis: https://t.co/n7GonW0FBK",2,0,0,0,0,0,0,0,0,1,0,-0.75
2246,2245,"#JusticiaParaAnaPaola

Ana Paola viv<U+00ED>a en Nogales, Sonora, ten<U+00ED>a 13 a<U+00F1>os y su sue<U+00F1>o era ser bailarina.

Fue v<U+00ED>ctima de violaci<U+00F3>n y fue asesinada durante la cuarentena de #COVID19

<U+00A1>JUSTICIA es que sigan vivas! #NiUnaMas #VivasNosQueremos

https://t.co/OM1VdMSLxW",2,0,0,0,0,0,0,0,0,0,0,0
2247,2246,"#Cuba En momentos como estos en q en EEUU crecen las cifras de muertos y contagiados por #Covid19 los imperialistas se empe<U+00F1>an en desacreditar nuestra imagen, pero la verdad no puede esconderse. #CubaSalvaVidas https://t.co/1SO8FaJT1g",2,0,0,0,0,0,0,0,0,0,0,0
2248,2247,Doing all I can to answer questions abt govt response to #COVID19. Over 19k people called in to my 1st #covid19 tele town hall &amp; &gt;15k people called in to my 2nd. Never hesitate to call elected reps or fed agencies to learn how govt is helping U during this crisis! U deserve info!,4,1,1,0,0,0,0,0,1,1,2,0.3
2249,2248,"<U+00BF>Crees tener s<U+00ED>ntomas de #Covid19? Manda un SMS al 51515 y resuelve tus dudas. 

M<U+00E1>s informaci<U+00F3>n: https://t.co/NwBh2BVeuJ        

#Qu<U+00E9>dateEnCasaCDMX https://t.co/i8SUdPd9kC",5,0,0,0,0,0,0,0,0,0,0,0
2250,2249,"The #FBI anticipates cyber actors will exploit increased use of virtual environments by government agencies, private organizations, and individuals as a result of the #COVID19 pandemic. Read the latest from the FBI's Internet Crime Complaint Center at https://t.co/NaZETZl0PP. https://t.co/h9HldqDXb2",4,2,1,0,2,0,1,0,1,4,1,-2.75
2251,2250,"<U+0001F6A8><U+0001F6A8><U+0001F6A8> YA SUMAN  94 
 FALLECIMIENTOS POR #COVID19 EN M<U+00C9>XICO<U+0001F6A8><U+0001F6A8><U+0001F6A8>

#Secretar<U+00ED>adeSalud se<U+00F1>ala que van 2143  casos confirmados de #COVID19 <U+0001F637><U+0001F637><U+0001F637>",2,0,0,0,0,0,0,0,0,0,0,0
2252,2251,"What the hell is going on!? 
#COVID19 #coronavirus 

https://t.co/FSH0C53G3s",3,1,0,1,1,0,1,0,0,1,0,-0.8
2253,2252,"To all our Kings and Queen, 
Mr. Naturalz Salon's physical space is temporary closed. We are set to reopen May 1st but that could change any moment at our governor's discretion.
In the meantime, our community will persist!
#mrnaturalz #hairsalon #COVID19 #SmallBusiness https://t.co/A6zk1Mp25v",4,0,1,0,1,0,0,0,1,0,2,1.2
2254,2253,"#AlMomento Una de las medidas <U+00FA>tiles para saber si la epidemia va aumentando es con el porcentaje de positividad, es decir, que las personas con s<U+00ED>ntomas de #COVID19, se les hace la prueba y puede dar positivo a otros 13 virus que se verifican en examen m<U+00E9>dico. https://t.co/xr6Ox6EBBa",2,1,0,0,1,0,0,0,0,1,0,-0.5
2255,2254,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
2256,2255,"We are just the facilitators of the awakening and Trump is our leader and fighter. It<U+2019>s not about ego - EGO =Edge God Out
it<U+2019>s about the goal.God Bless us all <U+0001F64F><U+0001F3FB><U+0001F1FA><U+0001F1F8><U+0001F64F><U+0001F3FB>#qanon #illuminati #covid19 #awaken #WWG1WGA #saveourchildren #pedogate https://t.co/OVCmh3N06Z",3,0,2,0,1,2,0,1,3,0,3,1.15
2257,2256,"De los trabajadores de la salud expuestos en China al #COVID19, el 50.4% report<U+00F3> depresi<U+00F3>n, el 44.6% ansiedad, 34% insomnio y el 71.5% estr<U+00E9>s. El riesgo fue mayor en aquellos involucrados directamente en el diagn<U+00F3>stico y atenci<U+00F3>n de estos pacientes. n=1830
https://t.co/Peo5zlovo3 https://t.co/lCmz2KZ0UN",2,0,0,0,0,0,0,0,0,0,1,0
2258,2257,"#Massachusetts #NewYork are trying to trace #COVID19 contacts, but it's not helpful when LA County, #California just stopped bothering to test/count #COVID19 as the LA Times reported. #Epidemiologists need to collect #data 
The US is woefully under-testing &amp; undercount #COVID19",3,1,0,1,0,1,2,0,2,2,1,-0.9
2259,2258,THANK YOU @USArmy @USNavy @usairforce @USMC @thejointstaff @USNationalGuard @USArmyReserve @USACEHQ @fema @USCG WE LOVE YOU! #COVID19 #WeWillPrevail https://t.co/r5ez359Ruz,1,0,0,0,0,1,0,0,0,0,1,1.25
2260,2259,"<U+00A1>Amigas y amigos!

Este es el panorama en M<U+00E9>xico 05 de abril 2020:

2,143 casos confirmados.
5,209 casos sospechosos.
10,682 casos negativos.
94 defunciones.

El 76% han sido no graves y el 24% ha requerido hospitalizaci<U+00F3>n por #COVID19. En total se ha estudiado a 18,034 personas. https://t.co/tfTftRlNwh",2,0,0,0,0,0,0,0,0,0,0,0
2261,2260,"A tiger at the Bronx Zoo has tested positive for #COVID19, in what is believed to be the first known infection in an animal in the U.S. or a tiger anywhere, federal officials and the zoo said. https://t.co/IPh1slqmv0",3,0,0,0,1,0,0,0,1,1,0,0
2262,2261,@ABMSCert @US_FDA @FDATobacco End #moc #recertification and continuous certification now- it is stealing and worthless. #virus sheds light on truth. #covid19 <U+0001F9A0> cc: @AADskin,4,1,0,2,1,0,1,0,1,3,1,-1.25
2263,2262,"Last Month during one of his press conferences, @JustinTrudeau had a message for Canadian children about how they can do their part in the fight against #COVID19. It's a powerful statement, one that deserves a version all kids will want to watch. #StayHomeSaveLives #LEGO https://t.co/7r4rMX6tax",4,2,2,1,3,1,0,0,2,1,2,0.25
2264,2263,@funder No question it will be a pulpit to rant and rave about <U+201C>fake news<U+201D> bc he<U+2019>s likely pissed about the @washingtonpost<U+2019>s excellent article about how @realDonaldTrump<U+2019>s failure to act on #COVID19 literally killed people.,3,1,0,2,1,2,1,1,2,2,4,-1.85
2265,2264,"Rest In Peace, Nurse Aimee O<U+2019>Rourke, age 39, mother of three, Queen Mother Hospital, Kent, UK <U+0001F1EC><U+0001F1E7>. One of a very long and growing list of &gt;300 frontline healthcare workers who have died fighting the global #covid19<U+2026> https://t.co/BL4P2mTd0M",3,1,3,0,1,2,2,0,4,2,4,0.4
2266,2265,"If the Federal Government has 9,000 ventilators in stock. Shouldn't they be shipping them to the hot spots NOW!
#QUARANTINE #COVID19 #SOCIALDISTANCING #CORONAVIRUS #IWASTHINKING",1,1,0,0,2,0,0,0,0,1,0,-0.75
2267,2266,"<U+201C>As the pandemic spreads, the #coronavirus will disproportionately impact the world<U+2019>s most vulnerable, among them #refugees, #asylum seekers, &amp; internally #displaced ppl<U+201D>

Our new report highlights how #COVID19 will affect displaced ppl around the world <U+0001F447>
https://t.co/ILDRXjTOLY",3,1,0,0,3,0,2,0,0,2,0,-1.5
2268,2267,"Y yo de mi parte estoy haci<U+00E9>ndome a la idea que tarde o temprano me voy a enfermar, porque al cabr<U+00F3>n #COVID19 no lo vemos, pero est<U+00E1> muy presente en nuestras vidas.",2,0,0,0,0,0,0,0,0,0,0,0
2269,2268,"En el informe de @lopezobrador_ no se anunci<U+00F3> ninguna medida relevante para afrontar la crisis econ<U+00F3>mica del #COVID19.  En plena emergencia, ley<U+00F3> una pieza de divulgaci<U+00F3>n ideol<U+00F3>gica, embistiendo fantasmas del pasado y abandonando su deber como Jefe de Estado para unir a la Naci<U+00F3>n https://t.co/ldeCYZIIuC",5,0,0,0,0,0,0,0,0,1,0,-0.75
2270,2269,"Just because you don<U+2019>t have #COVID19 symptoms does not mean you don't have the virus or can't transmit it to others. 

Assume you are infected and change your behavior to avoid transmitting. Please, #StayAtHomeATX and your part to #SlowTheSpread.

<U+0001F4CC> https://t.co/YucwlK1lfZ https://t.co/2PvoGbFisk",3,0,0,0,2,0,0,0,0,2,0,-1.15
2271,2270,"#<U+00DA>ltimaHora | Apenas el domingo pasado, 29 de marzo, las autoridades federales registraban 993 casos de #covid19, es decir hubo un aumento de m<U+00E1>s de mil casos en s<U+00F3>lo siete d<U+00ED>as https://t.co/9ZTZMazBE1",5,0,0,0,0,0,0,0,0,0,0,0
2272,2271,"People who have travelled internationally, have #COVID19 or have been in close contact with someone who has COVID19 are ordered to #StayHome and self-isolate for 14 days. More info: https://t.co/kni59NMFeL https://t.co/4gBqxs1Dbh",3,0,0,0,0,0,0,0,0,0,1,0.4
2273,2272,"#COVID19.

Important thread.

Q: What does #Imperial College, the World Economic Forum (#WEF), #Salesforce, #Sinovation Ventures (Chinese technology venture capital), #ABB (#automation technology), global artificial intelligence (#AI), all have in common? https://t.co/sZAM1zzxFj",1,0,0,0,1,1,0,0,2,0,3,1.5
2274,2273,#Maroc: La restructuration du pr<U+00EA>t de $275 millions <U+00E0> l<U+2019>appui des politiques de d<U+00E9>veloppement pour la gestion des risques de catastrophe permettra au gouvernement d'utiliser des fonds pour r<U+00E9>pondre aux mesures d'urgence et att<U+00E9>nuer l<U+2019>impact de #COVID19 https://t.co/ij7QcNM4c6 https://t.co/UE39jtG1sK,4,1,0,1,1,0,1,1,0,1,0,-0.75
2275,2274,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
2276,2275,Doing all I can to answer questions abt govt response to #COVID19. Over 19k people called in to my 1st #covid19 tele town hall &amp; &gt;15k people called in to my 2nd. Never hesitate to call elected reps or fed agencies to learn how govt is helping U during this crisis! U deserve info!,4,1,1,0,0,0,0,0,1,1,2,0.3
2277,2276,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
2278,2277,"Como parte de las estrategias para prevenir la propagaci<U+00F3>n del #Covid19, el Gobierno Municipao reparte cubrebocas a aquellos  que salen de casa a realizar algo esencial como ir banco, ir al s<U+00FA>per por alimentos, a la farmacia o al trabajo. #PiedrasNegras https://t.co/bvEJ68DGKu",2,0,0,0,0,0,0,0,0,0,0,0
2279,2278,"Gel Antibacterial 72% Alcohol Bid<U+00F3>n 4 Lt

$540 pesos

Concentraci<U+00F3>n 72% alcohol recomendada por la Organizaci<U+00F3>n Mundial de la Salud (OMS)

#GelAntibacterial
#AlcoholGel
#COVID19
#YoMeQuedoEnCasa
#M<U+00E9>xico
#desinfeccion
#Covid_19mx
#EnCuarentena
#Qu<U+00E9>dateEnCasa
#CDMX
#CoronavirusMx https://t.co/nooCpDOWzK",2,0,0,0,0,0,0,0,0,0,0,0
2280,2279,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
2281,2280,"#COVID19 ""has ruthlessly laid bare just how fractured our society is. ... former Lehman Bros exec Nate Hagens calls this gap between the haves &amp; have-nots<U+2015>where only a fraction of society reaps the benefits of economic growth<U+2015>the 'bifurcated economy.'"" 

https://t.co/EijYeg5huW",1,0,1,0,0,0,0,0,2,2,0,-0.25
2282,2281,"<U+26A0><U+FE0F> MID-DAY #COVID19 UPDATE:
--Over 320,000 confirmed U.S. cases...nearly 0.1% of the population
--9,200 U.S. deaths...over 3x as many as in the 9/11 attacks.
--We're likely to hit 10,000 U.S. deaths by midnight.
https://t.co/eQ9eMRoOgy",3,0,0,0,0,0,0,0,0,0,1,0
2283,2282,"1/7 #COVID19 key concerns in <U+0001F1E8><U+0001F1E6>: ongoing community spread, cases/outbreaks linked to high-risk settings and deep concern and sadness at increasing numbers of deaths reported. 
#StayHomeSaveLives 
#ProtecttheVulnerable",4,0,1,0,0,0,1,0,1,1,2,-1.1
2284,2283,#ConferenciaDePrensa: #Coronavirus #COVID19 #Qu<U+00E9>dateEnCasaYa | 5 de abril de 2020 https://t.co/S8A8GjneTq,1,0,0,0,0,0,0,0,0,0,0,0
2285,2284,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
2286,2285,"En M<U+00E9>xico <U+0001F1F2><U+0001F1FD>@SSalud_mx reporta sobre el #COVID19 en las <U+00FA>ltimas 24 horas, al corte de las 19H del 5 de abril de 2020:  

<U+0001F9A0> 2143 casos confirmados
<U+0001F914> 5209 sospechosos
<U+274C> 10,682 negativos
<U+2B1B><U+FE0F> 94 defunciones https://t.co/PWkufUmzjO",5,0,0,0,0,0,0,0,0,0,0,0
2287,2286,"Multiple online learning resources are making their technologies free during the #COVID19 crisis. 

@TopHat is an app that supports effective teaching. It is now free to help instructors complete their semester. 

#HMICommunity #MedEd #MedTwitter #COVID19

https://t.co/DFwoaFBNkp https://t.co/enc0qqeu0w",4,0,0,0,0,1,0,0,2,1,3,2.1
2288,2287,"Trump, since you destroyed the WH unit designed to plan for pandemics like #COVID19, you need to stop being duplicitous about the DPA &amp; get more corps to develop masks, respirators, &amp; everything needed to protect hospital workers trying to save lives. Get your act together!",3,1,2,0,2,1,2,1,2,1,3,0.6
2289,2288,"The @WHO needs to be above politics. 
It stands accused of putting lives at risk.

https://t.co/pMKehCR3Yg

#COVID19 #China #WHO",1,2,1,0,2,0,0,0,0,2,0,-1.25
2290,2289,"Zoom is making a simple change that could help prevent unwanted guests from crashing calls https://t.co/XPNOzSQIKx

#CoronaVirus #cybersecurity #CoronaVirusOutbreak #COVID2019 #covid19 #virus #Corona #pandemic #privacy #hackers #breach #pii #gpdr #zeroday #malware #phishing https://t.co/0pHBtlw0FO",4,0,1,0,3,0,1,0,1,4,0,-4.25
2291,2290,"<U+26A0><U+FE0F>Use caution and consider the situation when running necessary errands like grocery shopping and picking up medication. Where possible, have one household member shop for required items. Learn more at https://t.co/vfTa4vY4V0. #COVID19 #Covid19MB https://t.co/TTr6BAknKv",3,1,2,0,1,1,0,1,1,1,3,2.05
2292,2291,No Evidence of Rapid Antiviral Clearance or Clinical Benefit with the Combination of Hydroxychloroquine and Azithromycin in Patients with Severe #COVID19 Always good to read something written by the outstanding <U+2066>@jmmolinaparis<U+2069> this is a <U+201C>must read<U+201D>. https://t.co/tk7jsRsWzM,3,0,1,0,0,2,0,2,2,1,4,1.9
2293,2292,"Trump's theatrics are a profoundly poor attempt at feigning empathy. He's pretending to care <U+2014><U+00A0>but he's failing, because he's not capable of feeling empathy. This is what sociopaths/psychopaths do. Imagine if a robot were trying to act <U+2014><U+00A0>that's Trump.

#Coronavirus #COVID19",5,3,3,1,2,1,2,2,1,3,2,1.45
2294,2293,Elton John Launches $1 Million Fund To Protect People With HIV Amid Coronavirus Pandemic https://t.co/O499l52ygH .@EltonOfficial #LGBT #HIV #coronavirus #covid19,4,0,0,1,0,0,0,0,0,1,1,0.75
2295,2294,"Hacia Barbados parten 101 enfermer@s, 95 de ellas mujeres, para ayudar en la lucha vs la #COVID19 en esa hermana naci<U+00F3>n. Con esta, son 15 brigadas Henry Reeve y casi 700 cooperantes, los que desde distintas partes del mundo suman esfuerzos para enfrentar la pandemia. https://t.co/PxMaXABlz4",2,0,0,0,0,0,0,0,0,0,0,-0.25
2296,2295,Puede que los residentes de nuestro condado reciban una llamada telef<U+00F3>nica con un mensaje grabado del alcalde @MayorGimenez para pedirles que participen en un estudio innovador de la UM y aporten respuestas importantes sobre el #COVID19. #OurCounty @umiamimedicine https://t.co/9IAFMZfhIN,2,0,0,0,0,0,0,0,0,0,0,-0.25
2297,2296,Our #telemedicine guide walks you through the steps of effectively using #telehealth to boost your physician practices during the #COVID19 #pandemic. Here are the key points our guide advises. https://t.co/wg9GdawrH4,3,0,0,0,1,0,1,0,2,1,2,0.35
2298,2297,"RT @ElHorizontemx:

<U+201C>Estamos en contingencia<U+201D>; helic<U+00F3>ptero hace llamado a quedarse en casa #NuevoLe<U+00F3>n #COVID19 #Coronavirus -&gt; https://t.co/sOSIhrptky",2,0,0,0,0,0,0,0,0,0,0,0
2299,2298,"Today, @MDHealthDept reports 3,609 confirmed cases of #COVID19 in Maryland. 

Maryland has 67 deaths, 24,728 negative tests and 159 patients have been released from isolation.

Updates are provided daily at 10 am based on the most recently available data: https://t.co/9LEHaSDimJ https://t.co/z2BOEnb3qR",4,0,1,0,0,0,1,0,0,1,0,0.3
2300,2299,"En medio de una pandemia se esperaba un plan concreto en materia de salud para enfrentar el #COVID19, no un informe presidencial. La cantidad de camas y ventiladores mencionados no ser<U+00E1>n los suficientes, la familia NO es la principal instituci<U+00F3>n de seguridad social.",5,0,1,0,0,0,0,0,1,0,1,0.4
2301,2300,"Do not listen to 45 when he suggests untested #Hydroxychloroquine to treat #COVID19 - listen to Fauci. Don<U+2019>t listen to 45 when he says heat will kill the virus; or he won<U+2019>t wear a mask; or when he calls hospital workers thieves, or refuses natl lockdown! 45 just can<U+2019>t be trusted!",2,1,2,1,3,1,3,1,4,5,1,-2.95
2302,2301,El subsecretario @HLGatell se<U+00F1>ala que la fase 3 de #Covid19 llegar<U+00E1> en aproximadamente dos o tres semanas. Reitera el #Qu<U+00E9>dateEnCasa https://t.co/8HHOjX337F,5,0,0,0,0,0,0,0,0,0,0,0
2303,2302,"#ReporteCovid19 


La @SSalud_mx reporta que en #M<U+00E9>xico en las <U+00FA>ltimas 24 horas se registran <U+27A1><U+FE0F>15 decesos, dando un total: <U+0001F534> 94 y <U+27A1><U+FE0F> 253 nuevos casos confirmados.


<U+0001F4CD>2,143 Total de casos confirmados por #COVID19 
<U+0001F4CD> 5,209 Total de casos sospechosos. https://t.co/zeImmFzZbX",2,0,0,0,0,0,0,0,0,0,0,0
2304,2303,"En M<U+00E9>xico <U+0001F1F2><U+0001F1FD>@SSalud_mx reporta sobre el #COVID19 en las <U+00FA>ltimas 24 horas, al corte de las 19H del 5 de abril de 2020:  

<U+0001F9A0> 2143 casos confirmados
<U+0001F914> 5209 sospechosos
<U+274C> 10,682 negativos
<U+2B1B><U+FE0F> 94 defunciones https://t.co/PWkufUmzjO",5,0,0,0,0,0,0,0,0,0,0,0
2305,2304,"El gobernador Cuauht<U+00E9>moc Blanco (@cuauhtemocb10) presumi<U+00F3> en un spot la instalaci<U+00F3>n de un hospital m<U+00F3>vil para tratar a personas con #covid19... el cual fue desmontado despu<U+00E9>s de grabar el promocional.

https://t.co/TgRZySEV5A",2,0,0,0,1,0,1,0,1,0,0,-0.25
2306,2305,"Trump's theatrics are a profoundly poor attempt at feigning empathy. He's pretending to care <U+2014><U+00A0>but he's failing, because he's not capable of feeling empathy. This is what sociopaths/psychopaths do. Imagine if a robot were trying to act <U+2014><U+00A0>that's Trump.

#Coronavirus #COVID19",5,3,3,1,2,1,2,2,1,3,2,1.45
2307,2306,I ask that everyone take social distancing &amp; wearing a mask/face covering seriously. #COVID19 is a virus that can spread to anyone. https://t.co/TjzlBhYQsB,1,0,0,0,0,0,0,0,0,1,0,-0.5
2308,2307,"The <U+201C>China lied<U+201D> crowd is now realizing that the USA lies too. 

Well, the fact is it<U+2019>s impossible to get an accurate number for several reasons <U+2014> asymptomatic patients, logistical difficulty in testing everyone etc.

#coronavirus #COVID19 #SundayThoughts #Wuhan https://t.co/ACdmKqpfYM",3,1,0,0,1,0,2,0,2,2,1,-0.7
2309,2308,El gobierno ha dejado la estrategia para enfrentar #COVID19 en manos de los cient<U+00ED>ficos. https://t.co/pOjaAG5cXn,2,0,0,0,0,0,0,0,0,0,0,0
2310,2309,Shoutout to our friends at the @LACountyLibrary for helping us expand our horizons from home. Learn a new language or skill with their #free Online Classes. #COVID19 #SocialDistancing #StayHome #SaferAtHome https://t.co/TokcHJm0bN,3,0,0,0,0,0,0,0,0,0,1,3.5
2311,2310,"If you can, send an unemployed family member a check. A gift. Not a loan. #COVID19",1,0,1,0,1,1,1,1,0,1,1,-0.25
2312,2311,It feels like a good time to re-up this medical article that says the antimalarial drugs hydroxychloroquine and chloroquine can cause cardiac toxicity. #COVID19 https://t.co/iy63bKbw9z,1,0,3,0,1,1,0,1,2,0,2,1.25
2313,2312,"Juste pour donner une id<U+00E9>e de l'incomp<U+00E9>tence du r<U+00E9>gime et de l'indiff<U+00E9>rence de certains m<U+00E9>dias et RS par rapport <U+00E0> l'importance des tests, selon https://t.co/WK2yC4pDQy, la Palestine a compl<U+00E9>t<U+00E9> 12738 tests #COVID19 <U+00E0> ce jour compar<U+00E9> <U+00E0> 3359 pour l'#Algerie. Pr<U+00E8>s de 3 fois plus.",5,0,0,0,0,0,0,0,0,0,0,0.6
2314,2313,"CBP has temporarily suspended operations at Trusted Traveler Program enrollment centers until at least May 1, 2020, to minimize the exposure of CBP personnel and the public to #COVID19. Enrollment on Arrival remains operational. To learn more, visit: https://t.co/9T4JAocfsX https://t.co/fkOS9Nt33N",3,0,2,1,1,0,0,0,1,2,4,0.85
2315,2314,1/I never tweet about personal issues<U+2014>but this is way too important<U+2014>I am COVID positive and asymptomatic and have been a caregiver for my husband @JagSinghMD  who was critically ill with #COVID19. I've learned some things - please follow for more 1/25,4,1,0,1,1,0,1,0,1,1,0,0.25
2316,2315,"It is DESPICABLE &amp; unconstitutional for pro-abortion bureaucrats to order the arrest of peaceful Americans who pray &amp; offer hope outside abortion facilities, all while allowing the lethal abortion industry to continue killing innocent children during a pandemic. #COVID19",3,1,3,2,4,2,4,2,4,5,4,-1.1
2317,2316,"The development of #COVID19 neutralizing antibodies is a promising path for treatment and prophylaxis. Here's a new review of the nAbs:
@TrendsImmuno from https://t.co/ZTPEwh2LWm @CellPressNews https://t.co/E4XILe65gC",2,0,0,0,0,0,0,0,0,0,1,1.3
2318,2317,"#<U+00DA>ltimaHora | Apenas el domingo pasado, 29 de marzo, las autoridades federales registraban 993 casos de #covid19, es decir hubo un aumento de m<U+00E1>s de mil casos en s<U+00F3>lo siete d<U+00ED>as https://t.co/9ZTZMazBE1",5,0,0,0,0,0,0,0,0,0,0,0
